Level,Answers,Longest
5598,"DASH, DEAL, DEAN, HALE, HAND, HEAD, HEAL, HELD, LADE, LAND, LASH, LEAD, LENS, SALE, SAND, SANE, SEAL, SEND, SHED, LADEN, LEASH, LENDS, SHADE, SHALE, SLADE, HANDLE, HANDLES",HANDLES
5599,"ADDS, AWED, DASH, DOES, DOSE, HEAD, HOSE, ODDS, OWED, SHED, SHOD, SHOE, SHOW, SODA, WADE, WASH, WEDS, SHADE, SOWED, WADED, WHOSE, DASHED, SHADED, SHADOW, SHOWED, WASHED, SHADOWED",SHADOWED
5600,"DEER, EARL, EASE, EELS, ELSE, ERAS, LEER, REAL, REED, REEL, SALE, SEAL, SEED, SEER, EASED, EASEL, ELDER, ERASE, LEASE, SLADE, DEALER, ERASED, LEADER, LEASED, RESALE, SEALED, LEADERS",LEADERS
5601,"AIMS, EAST, EATS, EMIT, ITEM, MAST, MATE, MEAT, MIST, MITE, SAME, SEAM, SEAT, SITE, STEM, TAME, TEAM, TEST, TIES, TIME, STATE, STEAM, TASTE, TESTA, TIMES, IMITATE, IMITATES",IMITATES
5602,"EMIT, ITEM, LEST, LIES, LILT, MELT, MILL, MIST, MITE, SELL, SILL, SLIM, SLIT, STEM, TELL, TIES, TILL, TIME, SLIME, SMELL, SMELT, SMILE, STILE, STILL, TIMES, MILLET, MILLETS",MILLETS
5603,"BASE, BASS, BEAM, BEAU, MANE, MASS, MEAN, MENU, MESS, MUSE, NAME, NESS, NUMB, SAME, SANE, SANS, SEAM, SNUB, ABUSE, AMUSE, BASES, MANES, MANSE, MENUS, ASSUME, SUNBEAM, SUNBEAMS",SUNBEAMS
5604,"CANT, CHAT, CHIN, CHIT, GAIN, GAIT, GNAT, HANG, HINT, INCH, ITCH, TANG, THAN, THIN, TIAN, TING, ACING, CHAIN, CHANT, GIANT, NIGHT, NINTH, THING, ACHING, ACTING, CANTING, CHANTING",CHANTING
5605,"ABED, ABLE, BALD, BAND, BANE, BEAD, BEAN, BEEN, BEND, BLED, DEAL, DEAN, LADE, LAND, LANE, LEAD, LEAN, LEND, NEED, BLADE, BLAND, BLEED, BLEND, LADEN, ENABLE, LEANED, ENABLED",ENABLED
5606,"AVER, EVER, OVER, RAKE, RATE, RAVE, REEK, ROVE, TAKE, TEAK, TEAR, TREE, VEER, VETO, VOTE, AVERT, EATER, EVERT, EVOKE, OVERT, TAKER, VOTER, EVOKER, RETAKE, REVOKE, OVERTAKE, TAKEOVER",OVERTAKE
5607,"DARE, DEAR, DRAG, GEAR, RAGE, READ, RUDE, RUSE, SAGE, SUED, SURE, UREA, URGE, USED, USER, ARGUE, AUGER, GRADE, GUARD, RAGED, SUGAR, SURGE, URGED, USAGE, ARGUED, GUARDS, SUGARED",SUGARED
5608,"COME, COOT, COST, COTE, CUTE, MOOT, MOST, MOTE, MUSE, MUST, MUTE, OUST, SCUT, SOME, SOOT, STEM, TOME, COMET, MOOSE, MOUSE, SCOOT, SCOUT, SMOTE, CUSTOM, COSTUME, OUTCOME, OUTCOMES",OUTCOMES
5609,"CITE, ISLE, LENT, LEST, LINE, LIST, LITE, NEST, NICE, SENT, SINE, SITE, SLIT, TILE, INLET, INSET, SCENT, SINCE, SLICE, STILE, CLIENT, ENLIST, INSECT, LISTEN, SILENT, TINSEL, CLIENTS",CLIENTS
5610,"ACHE, ACRE, ARCH, CAGE, CARE, CHAR, CRAG, EACH, HARE, HEAR, HERE, RARE, REAR, AGREE, CHEER, EAGER, GRACE, RACER, REACH, ARCHER, CAREER, CHARGE, HEARER, REGEAR, CHARGER, REACHER, RECHARGE",RECHARGE
5611,"CITE, CODE, COME, DICE, DIET, DIME, DOME, DOTE, EDIT, EMIT, ICED, ITEM, MICE, MITE, MODE, MOTE, OMIT, TIDE, TIED, TIME, TOME, CITED, COMET, EDICT, MEDIC, TIMED, DEMOTIC",DEMOTIC
5612,"ISLE, LIEU, LINE, LIST, SENT, SILT, SITE, SLIT, STUN, SUIT, TIES, TILE, TUNE, UNIT, INLET, INSET, STILE, SUITE, UNITE, UNTIL, ENLIST, INSULT, LISTEN, SILENT, SUNLIT, TINSEL, UTENSIL",UTENSIL
5613,"AVER, EARN, GAIN, GAVE, GEAR, GIVE, GRIN, NEAR, RAGE, RAIN, RANG, REIN, RING, VAIN, VANE, VEIN, VINE, ANGER, GIVEN, GRAIN, GRAVE, NAIVE, RANGE, REIGN, RAVINE, REGAIN, VINEGAR",VINEGAR
5614,"BACK, BARK, BOAR, BOOK, BOOM, COMA, COMB, COOK, CORK, CRAB, CRAM, MARK, MOCK, MOOR, OKRA, RACK, ROAM, ROCK, ROOK, ROOM, BROOK, BROOM, COBRA, CROAK, CROOK, MACRO, BACKROOM",BACKROOM
5615,"AWAY, AWRY, BARD, BOAR, BODY, BRAY, BROW, DRAB, DRAW, DRAY, ROAD, WARD, WARY, WORD, YARD, AWARD, BOARD, BROAD, DOWRY, ROWDY, WORDY, ABOARD, ABROAD, BYROAD, BYWORD, ROADWAY, BROADWAY",BROADWAY
5616,"CODE, CORD, CORE, CRUD, CURD, CURE, DOER, DOES, DOSE, DOUR, OURS, RODE, ROSE, SORE, SOUR, CREDO, CRUDE, CURED, CURSE, ROUSE, SCORE, SCOUR, COURSE, CURSED, SCORED, SOURCE, SCOURED",SCOURED
5617,"DEER, DINE, DIRE, DONE, EDEN, IRON, JEER, JOIN, NEED, NODE, REED, REIN, REND, RIDE, RIND, DINER, DONEE, DRONE, ERODE, RONDE, IRONED, JOINED, JOINER, REINED, REJOIN, JOINDER, REJOINED",REJOINED
5618,"EARN, GAME, GEAR, GERM, GRAM, MAGE, MANE, MARE, MEAN, MERE, NAME, NEAR, RAGE, RANG, AGREE, ANGER, EAGER, GAMER, GENRE, GREEN, MERGE, RANGE, ENRAGE, GENERA, MEAGRE, RENAME, GERMANE",GERMANE
5619,"ARID, DINT, DIRT, DRAG, GAIT, GIRT, GRIT, RAID, RAND, RANT, RIND, RING, TANG, TARN, TING, DRAIN, GIANT, GRAND, GRANT, GRIND, NADIR, TRAIN, TRIAD, DARING, DATING, RATING, TRADING",TRADING
5620,"BILE, BOIL, BOLE, BOSS, ISLE, LESS, LISP, LOBE, LOPE, LOSE, LOSS, PILE, POLE, SILO, SLIP, SLOP, SOIL, SOLE, BLESS, BLISS, POISE, POSSE, SLOPE, SPIES, SPILE, SPOIL, POSSIBLE",POSSIBLE
5621,"BORN, BOUT, BURN, BUST, ONUS, OUST, ROUT, RUST, SNUB, SORT, SOUR, STUB, STUN, TORN, TOUR, TURN, UNTO, BONUS, BOURN, BRUNT, BURNT, BURST, SNORT, SNOUT, TURBO, ROBUST, STUBBORN",STUBBORN
5622,"EASE, EAST, RATE, REST, SEAR, SEAT, SEER, STAR, TART, TEAR, TEST, TREE, EATER, ERASE, RESET, STARE, START, STATE, STEER, TASTE, TEASE, TERSE, TREAT, ESTATE, STREET, TESTER, RESTATE",RESTATE
5623,"DEER, DIRE, DIVE, DOER, DOVE, EVER, OVER, REDO, REED, RIDE, RODE, ROVE, VEER, VIED, VOID, DIVER, DRIER, DRIVE, DROVE, ERODE, ORDER, RIDER, RIVER, ROVER, DERIVE, DRIVER, OVERRIDE",OVERRIDE
5624,"PERT, POET, PORE, PORT, PREY, PROP, PYRE, ROPE, ROPY, ROTE, TORE, TYPE, TYRE, TYRO, YORE, REPOT, RETRO, RETRY, ROPER, TERRY, TOYER, TROPE, POETRY, PORTER, PROPER, REPORT, PROPERTY",PROPERTY
5625,"ACNE, CAGE, CANE, CLAN, CLOG, COAL, CONE, GALE, GOAL, GONE, LACE, LANE, LEAN, LOAN, LONE, LONG, ONCE, ALONE, ALONG, ANGEL, ANGLE, CANOE, CLEAN, LANCE, OCEAN, GLANCE, CONGEAL",CONGEAL
5626,"ACNE, CANE, CANS, CASE, CAVE, NAVE, NICE, SANE, SAVE, SCAN, SINE, VAIN, VANE, VASE, VEIN, VICE, VINE, CANES, CAVES, NAIVE, SAVIN, SINCE, VEINS, VINES, SCENIC, VACCINE, VACCINES",VACCINES
5627,"DENT, DIET, DINE, DINT, DUEL, DUET, DUNE, IDLE, LEND, LENT, LUTE, NUDE, TIDE, TIED, TILE, TUNE, UNIT, INLET, LINED, TUNED, UNITE, UNTIE, UNTIL, DILUTE, UNITED, UNTIED, DILUENT",DILUENT
5628,"GAME, GAPE, GEAR, GERM, GRAM, GRIM, GRIP, MAGE, MIRE, PAGE, PARE, PEAR, PIER, PRAM, PRIG, PRIM, RAGE, RAMP, RIME, RIPE, GRAPE, GRIME, GRIPE, IMAGE, PRIME, MIRAGE, EPIGRAM",EPIGRAM
5629,"EVIL, GIRL, GIVE, GRIN, LIEN, LINE, LING, LIVE, REIN, RILE, RING, VEIL, VEIN, VILE, VINE, GIVEN, GIVER, LINER, LIVER, REIGN, RIVEN, VIGIL, LINGER, LIVING, VIRILE, VEILING, RELIVING",RELIVING
5630,"ALLY, ALSO, CALL, CLAY, COAL, COIL, COSY, LAYS, LILY, OILY, SAIL, SILL, SILO, SLAY, SOIL, ALLOY, CLAYS, LILAC, LOCAL, LOYAL, SALLY, SCALY, SILLY, ALLOYS, LOCALS, SOCIAL, SOCIALLY",SOCIALLY
5631,"ALTO, CLOT, COAL, COAT, COIL, COLT, KILO, KILT, LACK, LAIC, LICK, LOCI, LOCK, TACK, TACO, TAIL, TALC, TALK, TICK, TOIL, CLACK, CLICK, CLOAK, CLOCK, CALICO, LACTIC, COCKTAIL",COCKTAIL
5632,"GIRT, GOTH, GRIT, HOUR, HURT, RIOT, ROUT, THOU, THUG, TORT, TOUR, TOUT, TRIO, TROT, GIRTH, GROUT, OUGHT, RIGHT, ROUGH, TIGHT, TOUGH, TROUT, TRUTH, TUTOR, OUTHIT, TROUGH, OUTRIGHT",OUTRIGHT
5633,"ABED, ARID, BARD, BEAD, BEAR, BIRD, BRED, DARE, DEAR, DIRE, DRAB, IDEA, RIDE, ABIDE, ADDER, AIDED, AIRED, BARED, BEARD, BRAID, BREAD, BRIDE, DARED, DREAD, DRIED, RABID, BRAIDED",BRAIDED
5634,"GAIN, GIRL, GRIN, LAIN, LAIR, NAIL, RAIL, RAIN, RANG, RING, SAIL, SANG, SARI, SIGN, SING, SLAG, SNAG, ALIGN, GRAIL, GRAIN, SLAIN, SLANG, SLING, SNAIL, SNARL, SIGNAL, SNARLING",SNARLING
5635,"ABET, ABLE, ALOE, ALTO, ATOP, BEAT, BELT, BLOT, BOAT, BOLT, LATE, LEAP, OPAL, PALE, PEAT, PLEA, PLOT, POET, POLE, TALE, TAPE, LEAPT, PETAL, PLATE, PLEAT, TABLE, POTABLE",POTABLE
5636,"ACHE, ACRE, ARCH, CARE, CART, CHAR, CHAT, EACH, ETCH, RACE, RARE, RATE, REAR, CATER, CHART, CHEAT, CRATE, EARTH, HEART, REACH, REACT, TEACH, TRACE, ARCHER, CRATER, RATHER, CHARTER",CHARTER
5637,"ALMS, GAIN, LAIN, MAIL, MAIN, NAIL, SAIL, SANG, SIGN, SING, SLAG, SLAM, SLIM, SNAG, ALIGN, MAINS, SIGMA, SLAIN, SLANG, SLING, SNAIL, ALIGNS, LAMING, MALIGN, SIGNAL, LAMMING, SLAMMING",SLAMMING
5638,"AUNT, AUTO, CANT, CAST, CATS, COST, OATS, ONUS, OUST, SCAN, SCAT, SCUT, STUN, TANS, TONS, UNTO, CANTO, COAST, COUNT, SCANT, SCOUT, SNOUT, ACCOST, CACTUS, STUCCO, ACCOUNT, ACCOUNTS",ACCOUNTS
5639,"HOLT, HOLY, HOOT, HOST, LOOM, LOTS, MOOT, MOST, MOTH, MYTH, SHOT, SLOT, SOLO, SOOT, TOYS, HOTLY, LOOMS, LOOTS, MOTHS, MYTHS, SHOOT, SLOTH, SOOTY, TOOLS, MOSTLY, SMOOTH, SMOOTHLY",SMOOTHLY
5640,"DOER, DOGE, DOUR, DROP, DUPE, ERGO, GOER, PORE, POUR, PROD, PURE, REDO, RODE, ROPE, RUDE, URGE, GOURD, GROUP, PROUD, PRUDE, PURGE, ROGUE, ROPED, ROUGE, URGED, POURED, GROUPED",GROUPED
5641,"MOPE, MOST, NEST, NOME, NOSE, NOTE, OPEN, PENS, PENT, POEM, POET, POSE, POST, SENT, SOME, SPOT, STEM, STEP, STOP, TOME, TONE, ONSET, SPENT, STOMP, STONE, TEMPO, POSTMEN",POSTMEN
5642,"DIET, EDIT, IDLE, ISLE, LEST, LIED, LIST, SELL, SIDE, SILL, SILT, SITE, SLID, TELL, TIDE, TIED, TILE, TILL, ISLET, SIDLE, SITED, SLIDE, STILE, STILL, TILED, LISTED, STILLED",STILLED
5643,"BANE, BARE, BARN, BEAN, BEAR, BRAG, BRAN, GAIN, GEAR, GRAB, GRIN, RAGE, RAIN, RANG, ANGER, BARGE, BEGAN, BEGIN, BEING, BRAIN, BRINE, BRING, GRAIN, RANGE, REIGN, REGAIN, BEARING",BEARING
5644,"AEON, ALOE, ALSO, ELAN, LANE, LASS, LEAN, LENS, LESS, LOAN, LONE, LOSE, LOSS, NOSE, SALE, SANE, SANS, SEAL, SOLE, ALONE, LASSO, LOANS, NASAL, OASES, SALON, LESSON, SEASON, SEASONAL",SEASONAL
5645,"EMIT, ITEM, MAIM, MART, MATE, MEAT, MIME, MIRE, MITE, RATE, RIME, RITE, TAME, TEAM, TEAR, TERM, TIER, TIME, TIRE, TRAM, TRIM, IRATE, MERIT, REMIT, TAMER, TIMER, AIRTIME, MARITIME",MARITIME
5646,"HALE, HALT, HARE, HATE, HEAL, HEAR, HEAT, LATE, RELY, TALE, TEAR, THEY, TRAY, YEAR, ALERT, ALTER, EARLY, EARTH, HEART, LATER, LAYER, RELAY, EARTHY, HEARTY, LATHER, REALTY, EARTHLY",EARTHLY
5647,"DAIS, DATE, EAST, IDEA, SAID, SEAT, TEST, ASIDE, ASSET, IDEAS, SATED, SIDES, SITES, STAID, STATE, STEAD, TASTE, TESTA, TESTS, ASIDES, DESIST, SIESTA, STATED, TASSET, TASTED, TASTES, DISTASTE",DISTASTE
5648,"ACRE, CARD, CARE, CEDE, CLAD, DARE, DEAL, DEER, EARL, LACE, LEAD, LEER, RACE, REED, REEL, ARCED, CARED, CEDAR, CLEAR, CREED, ELDER, RACED, CEREAL, CRADLE, DEALER, LEADER, CLEARED, DECLARE",CLEARED
5649,"CLUE, CURE, CURL, ELSE, LEER, LURE, LYRE, REEL, RELY, RULE, RUSE, SURE, USER, CREEL, CRUEL, CURES, CURLS, CURLY, LUCRE, SCREE, SURLY, CELERY, RESCUE, SECURE, SURELY, RECLUSE, SECURELY",SECURELY
5650,"LISP, LOOP, LOOT, LOST, OPTS, PITS, PLOT, POST, SLIP, SLIT, SOIL, SPIT, SPOT, STOP, TOIL, TOOL, TOPS, PILOT, POSIT, SPILT, SPLIT, SPOIL, SPOOL, STOOP, PILOTS, SPOILT, TOPSOIL",TOPSOIL
5651,"ANEW, EASE, KEEN, KNEE, KNEW, NEWS, SAKE, SANE, SANK, SANS, SEEK, SEEN, SEWN, SKEW, SWAN, WAKE, WANE, WEAK, WEEK, ASKEW, SENSE, SNAKE, SNEAK, SWANK, WAKEN, SEESAW, WEAKEN, WEAKNESS",WEAKNESS
5652,"COME, CONE, CORE, CREW, CROW, EWER, MEOW, MERE, MORE, MOWN, NORM, ONCE, WERE, WORE, WORM, WORN, WREN, COWER, CROWN, MOWER, OWNER, RENEW, WOMEN, ENCORE, MOREEN, CREWMEN, NEWCOMER",NEWCOMER
5653,"GAIN, GAIT, GRIN, GRIP, GRIT, PAIN, PAIR, PANG, PANT, PART, PING, PINT, PRIG, RAIN, RANG, RANT, RAPT, RING, TING, TRIP, GIANT, GRAIN, GRANT, PAINT, PRINT, TRAIN, RATING, PARTING",PARTING
5654,"CENT, CONE, COOT, COST, COTE, NEST, NONE, NOON, NOSE, NOTE, ONCE, ONTO, SENT, SOON, SOOT, TONE, TOON, NOOSE, ONSET, SCENT, SCONE, SCOOT, STONE, TENON, SONNET, CONNOTE, CONSENT, CONNOTES",CONNOTES
5655,"ELSE, ISLE, LIPS, LISP, LIST, PEST, PETS, SEEP, SEPT, SILT, SITE, SLIP, SLIT, STEP, TILE, ELITE, PILES, SLEEP, SLEET, SLEPT, SPELT, SPILT, SPITE, SPLIT, STEEL, STEEP, STILE, EPISTLE",EPISTLE
5656,"ACED, ACID, AIDE, CAFE, DEAF, DEAN, DICE, DINE, FACE, FADE, FAIN, FEND, FIND, FINE, ICED, IDEA, NICE, NINE, DANCE, FACED, FINED, INANE, CANINE, CANNED, FANNED, FANCIED, FINANCE, FINANCED",FINANCED
5657,"ACNE, ACRE, CANE, CLAN, CLUE, CURE, CURL, LACE, LANE, LEAN, LURE, NEAR, RACE, RULE, RUNE, UREA, CLEAN, CLEAR, CRANE, CRUEL, LANCE, LEARN, LUNAR, RENAL, UNCLE, NEURAL, UNREAL, NUCLEAR",NUCLEAR
5658,"ARIA, ATOM, CART, COAT, COIR, COMA, CRAM, IOTA, MART, MICA, MOAT, OMIT, RIOT, ROAM, TRAM, TRIM, TRIO, ACTOR, AORTA, AROMA, ATRIA, CARAT, MACRO, RATIO, TIARA, AORTIC, ATOMIC, AROMATIC",AROMATIC
5659,"EARL, EARN, GALE, GLEE, LANE, LEAN, REAL, REEL, AGREE, ANGEL, ANGER, ANGLE, EAGER, EAGLE, GENRE, GLARE, GLEAN, GREEN, LAGER, LARGE, LEARN, RANGE, REGAL, RENAL, ANGLER, ENLARGE, GENERAL",ENLARGE
5660,"DINE, DUNE, REIN, REND, RUDE, RUIN, RUNE, RUSE, SEND, SIRE, SUED, SURE, USED, USER, DINER, NURSE, REINS, RESIN, RINSE, RISEN, RUINS, SIREN, UNDER, INSURE, NURSED, RINSED, RUINED, INSURED",INSURED
5661,"ABET, BARE, BATE, BATH, BEAR, BEAT, BEER, BEET, HARE, HATE, HEAT, HERB, HERE, RATE, TEAR, TREE, BERTH, EARTH, EATER, ETHER, HEART, THERE, THREE, BREATH, HEATER, REBATE, REHEAT, BREATHE",BREATHE
5662,"GLUE, GLUT, GUST, LEST, LURE, LUST, REST, RULE, RUSE, RUST, SLUG, SLUR, SURE, TRUE, URGE, USER, GRUEL, GUEST, LURES, RULES, SURGE, GURGLE, LUGGER, LUSTRE, RESULT, RUSTLE, ULSTER, STRUGGLE",STRUGGLE
5663,"CESS, COST, COTE, CUTE, MESS, MOSS, MOTE, MUSE, MUST, MUTE, OUST, SCUT, SOME, STEM, TOME, TOSS, COMES, COMET, COSTS, MOUSE, SCOUT, SMOTE, COSSET, CUSTOM, COSTUME, CUSTOMS, COSTUMES",COSTUMES
5664,"ACHE, CAPE, CHAP, CHOP, CLAP, COAL, COPE, EACH, ECHO, HALE, HALO, HEAL, HEAP, HELP, HOLE, HOPE, LOPE, PACE, PALE, PEAL, POLE, CHEAP, EPOCH, LEACH, PEACH, PLACE, CHAPEL, EPOCHAL",EPOCHAL
5665,"OPUS, OURS, OUST, PORT, POST, POUR, POUT, PROP, ROUT, SORT, SOUP, SOUR, SPOT, SPUR, STOP, TOSS, TOUR, PORTS, SPORT, SPOUT, SPURT, STOUP, STROP, TRUSS, SPROUT, STUPOR, SUPPORT, SUPPORTS",SUPPORTS
5666,"DAME, DAMS, DEEM, EASE, MADE, MATE, MEAD, MEAT, MEET, SAME, SEAT, SEED, SEEM, STEM, TAME, TEAM, TEEM, EASED, MEETS, STEAD, STEAM, STEED, TAMED, TAMES, TEASE, SEATED, SEDATE, STEAMED",STEAMED
5667,"ARTS, DARE, DART, DATE, DEAR, EAST, ERAS, SAVE, SEAR, STAR, VASE, VAST, VEST, AVERT, DARES, RATED, RATES, SAVED, SAVER, STARE, STAVE, TRADE, TREAD, ADVERT, STARED, STARVE, ADVERTS, STARVED",ADVERTS
5668,"ACNE, ANTE, CAGE, CANE, CANT, CENT, CITE, GAIN, GAIT, GATE, GENT, NEAT, NINE, TANG, TINE, TING, AGENT, ENACT, GIANT, INANE, TINGE, ACTING, CANINE, CANING, EATING, INNATE, ANCIENT, ENACTING",ENACTING
5669,"ATOP, OATS, PART, PASS, PAST, PORT, POST, PROP, RAPT, RASP, SOAP, SOAR, SORT, SPAR, SPAT, SPOT, STOP, TOSS, PARTS, PORTS, PROPS, ROAST, SPORT, STRAP, STROP, TRAPS, PASTOR, PASSPORT",PASSPORT
5670,"CODE, CORD, CORE, CURD, CURE, CUTE, DOTE, DOUR, DUCT, DUET, REDO, RODE, ROUT, RUDE, TORE, TOUR, TROD, TRUE, COURT, CRUDE, CURED, OUTER, ROUTE, TRUCE, DETOUR, ROUTED, TOURED, COURTED",COURTED
5671,"EASE, EAST, HAVE, HEAT, HIVE, SAVE, SEAT, SITE, THEE, THIS, VASE, VAST, VEST, EAVES, HASTE, HEAVE, HIVES, SHAVE, SHEET, SIEVE, STAVE, TEASE, THESE, VESTA, VISTA, HEAVES, THIEVES, HEAVIEST",HEAVIEST
5672,"CANT, CART, COAT, CORN, RANT, ROAN, ROAR, TARN, TARO, TONY, TORN, TRAY, YARN, ACORN, ACTOR, CANTO, CARRY, CORNY, CRONY, RAYON, TARRY, CANTOR, CARROT, CARTON, CRAYON, NOTARY, ROTARY, CONTRARY",CONTRARY
5673,"FIRE, FIST, FORE, FORT, FRET, RIFE, RIFT, RIOT, RISE, RITE, ROSE, ROTE, SIFT, SOFT, SORE, SORT, STIR, TIRE, TORE, TRIO, FIRST, FOIST, FROST, STORE, FOREST, FOSTER, STRIFE, FORTIES",FORTIES
5674,"ERGO, GLUE, GULP, LOOP, LOPE, LORE, LURE, OGLE, OGRE, PLUG, POLE, POOL, POOR, PORE, POUR, PURE, PURL, ROLE, ROPE, RULE, URGE, GROPE, GROUP, GRUEL, PURGE, ROGUE, ROUGE, PROLOGUE",PROLOGUE
5675,"EARN, GAIN, GAPE, GEAR, GRIP, NAPE, NEAP, NEAR, PAGE, PAIN, PAIR, PANE, PANG, PEAR, PINE, PRIG, RAGE, RAIN, REAP, REIN, RIPE, ANGER, GRAPE, RANGE, REIGN, RIPEN, REGAIN, REAPING",REAPING
5676,"ABET, BACK, BAKE, BASE, BASK, BEAK, BEAT, BECK, BEST, CAKE, CASE, CASK, CAST, EAST, SACK, SAKE, STAB, TACK, TAKE, TASK, BEAST, SKATE, STACK, STAKE, STEAK, BASKET, CASKET, SETBACK",SETBACK
5677,"EARL, FALL, FARE, FEAR, FEEL, FELL, FLAW, FLEA, FLEW, FREE, LEAF, LEER, REEF, WALE, WALL, WARE, WEAL, WEAR, WELL, WERE, FERAL, FEWER, FLARE, WAFER, FELLER, WALLER, WELFARE, FAREWELL",FAREWELL
5678,"GIRL, GLOW, GOWN, GRIN, GRIP, GROW, IRON, LION, LONG, PING, PRIG, PROW, RING, WING, WORN, GROWL, GROWN, LINGO, OWING, PRONG, PROWL, WRING, WRONG, POLING, PORING, ROPING, ROWING, PROWLING",PROWLING
5679,"AEON, BANE, BARE, BARN, BEAN, BEAR, BOAR, BONE, BORE, BORN, BRAN, EARN, RAIN, REAR, REIN, ROAN, ROAR, ROBE, ARBOR, BAIRN, BARON, BORNE, BRAIN, BRINE, ROBIN, BARREN, REBORN, AIRBORNE",AIRBORNE
5680,"ARID, DRAG, GAIN, GOAD, GRID, GRIN, IRON, NOIR, RAID, RAND, RIND, RING, ROAD, ROAN, ADORN, DOING, DRAIN, GRAIN, GRAND, GRIND, GROAN, NADIR, ORGAN, RADIO, DARING, DRAGON, ORDAIN, ADORING",ADORING
5681,"EARL, LAIR, LATE, LEAT, LIAR, LITE, RAIL, RATE, RILE, TAIL, TALE, TALL, TEAR, TELL, TIER, TILE, TILL, TIRE, ALERT, ALTER, IRATE, LATER, LITER, TRAIL, TRIAL, TRILL, RETAIL, LITERAL",LITERAL
5682,"BADE, BEAR, BOAR, BODE, BORE, BRED, DARE, DEAF, DEAR, DRAB, FADE, FARE, FEAR, FORD, FORE, READ, REDO, ROAD, ROBE, RODE, ABODE, ADORE, BEARD, BOARD, BORED, BREAD, BROAD, FORBADE",FORBADE
5683,"EMIT, ITEM, MART, MATE, MIRE, RIME, RITE, TAME, TEAM, TERM, TIER, TIME, TIRE, TRAM, TRIM, WAIT, WARE, WARM, WEAR, WIRE, IRATE, MERIT, REMIT, TIMER, WATER, WRITE, WAITER, WARTIME",WARTIME
5684,"ALMS, ELAN, LAME, LANE, LASS, LEAN, LENS, LESS, MALE, MANE, MASS, MEAL, MEAN, MESS, NAME, SALE, SAME, SANE, SANS, SEAL, SEAM, SLAM, AMASS, LANES, MANSE, NASAL, SEAMAN, SALESMAN",SALESMAN
5685,"BORE, BRIM, COIR, COMB, COME, CORE, MICE, MIRE, RIBS, RIME, RISE, ROBE, ROSE, SIRE, SOME, SORE, COMBS, COMES, CRIES, CRIME, MISER, SCORE, SOBER, CRIMES, SCRIBE, SOMBRE, MICROBE, MICROBES",MICROBES
5686,"DEAN, DIAL, DINE, HAIL, HALE, HAND, HEAD, HEAL, HELD, HIDE, IDEA, IDLE, LAID, LAIN, LAND, LANE, LEND, LINE, NAIL, IDEAL, LADEN, LINED, DENIAL, HAILED, HANDLE, INHALE, NAILED, INHALED",INHALED
5687,"GUSH, GUST, HOSE, HOST, HUGE, OUST, SHOE, SHOT, SHUT, TEST, THUG, THUS, TOTE, TOUT, GHOST, GUEST, GUSTO, HOUSE, OUGHT, SHOUT, SOUGH, SOUTH, STOUT, THOSE, TOUGH, OUTSET, SOUGHT, TOUGHEST",TOUGHEST
5688,"ALOE, ALTO, CLAD, CLOT, COAL, COAT, CODE, COLD, COLT, DATE, DEAL, DOTE, LACE, LATE, LEAD, LOAD, LODE, TALE, TOAD, TOLD, ACTED, CADET, DEALT, DELTA, OCTAL, COATED, LOCATE, LOCATED",LOCATED
5689,"CENT, COME, CONE, COPE, COTE, MOPE, MOTE, NOME, NOTE, ONCE, OPEN, PENT, POEM, POET, TENT, TOME, TONE, TOTE, CENTO, COMET, MONTE, MOTET, OCTET, TEMPO, TEMPT, TOTEM, POTENT, CONTEMPT",CONTEMPT
5690,"INTO, IRON, NOIR, NOTE, RENT, ROUT, RUIN, RUNE, RUNT, TIRE, TONE, TORE, TORN, TOUR, TRIO, TRUE, TUNE, TURN, UNIT, UNTO, INERT, OUTER, ROUTE, TENOR, TUNER, UNITE, UNTIE, ROUTINE",ROUTINE
5691,"LEER, LORE, LYRE, MEET, MELT, MERE, MOLE, MORE, MOTE, REEL, RELY, ROLE, ROTE, TEEM, TERM, TOME, TORE, TREE, YORE, EMERY, METER, MOREL, RELET, MERELY, METEOR, MOTLEY, REMOTE, REMOTELY",REMOTELY
5692,"FEET, FELT, FEST, FETE, FLEE, HEEL, HEFT, HELM, LEFT, MEET, MESH, SEEM, SELF, STEM, TEEM, THEM, FLEET, FLESH, MEETS, SHEET, SHELF, SLEET, SMELT, STEEL, THEME, THESE, HELMET, THEMSELF",THEMSELF
5693,"DIET, DIRE, DIRT, DRIP, EDIT, IDLE, LIED, PIER, PILE, PLED, RIDE, RIPE, TIDE, TIER, TILE, TIRE, TRIP, LITER, PERIL, PILED, PLIED, PRIDE, TEPID, TILED, TIRED, TRIED, TRIPLE, TRIPLED",TRIPLED
5694,"CENT, CITE, NICE, REIN, RENT, RICE, RITE, TEEN, TENT, TINE, TINT, ENTER, ERECT, INERT, INTER, NIECE, TENET, TRICE, TRINE, TRITE, CENTER, ENTICE, ENTIRE, RECENT, RECITE, TINTER, ENTERIC, RETICENT",RETICENT
5695,"ARTS, AVER, BARE, BEAR, BEAT, BEST, EAST, RATE, REST, SAVE, SEAT, STAB, TEAR, VASE, VAST, VERB, VEST, AVERT, BEAST, BRAVE, RATES, SAVER, STARE, STAVE, VERBS, BRAVES, STARVE, BRAVEST",BRAVEST
