Country,Level,Answer,Longest
Latvia,4680,"AUNT, PAIN, PAIR, PANT, PART, PINT, PUNT, RAIN, RANT, RAPT, RUIN, RUNT, TARN, TRAP, TRIP, TUNA, TURN, UNIT, PAINT, PRINT, TAPIR, TRAIN, TURNIP, PURITAN",PURITAN
Latvia,4681,"AEON, DARE, DARN, DEAN, DEAR, DOER, DONE, EARN, NEAR, NODE, RAND, READ, REND, ROAD, ROAN, RODE, ADORE, ADORN, ANODE, DARED, DREAD, DRONE, DRONED, ADORNED",ADORNED
Latvia,4682,"AID, APE, DEN, DIN, DIP, END, NAP, NIP, PAD, PAN, PEA, PEN, PIE, PIN, DEAN, DINE, IDEA, NAPE, PAID, PAIN, PANE, PINE, PINED, PAINED",PAINED
Latvia,4683,"DEN, DIN, END, INK, KEN, KID, KIN, RED, RID, DINE, DINK, DIRE, DIRK, KERN, KIND, REIN, REND, RIDE, RIND, RINK, DINER, DRINK, INKED, KINDER",KINDER
Latvia,4684,"ALOE, EARL, ERGO, GALE, GALL, GEAR, GOAL, GOER, GORE, LORE, OGLE, OGRE, ORAL, RAGE, REAL, ROLE, ROLL, GLARE, LAGER, LARGE, LEGAL, REGAL, GALORE, ALLEGRO",ALLEGRO
Latvia,4685,"ACES, CAPE, CASE, CEDE, DEEP, EASE, PACE, PEAS, SEED, SEEP, SPED, CASED, CEASE, EASED, PACED, PEACE, SCAPE, SPACE, SPADE, SPEED, CEASED, ESCAPE, SPACED, ESCAPED",ESCAPED
Latvia,4686,"CAPE, CLAD, CLAP, DEAL, LACE, LADE, LEAD, LEAP, PACE, PALE, PEAL, PLEA, PLED, APPLE, LACED, PACED, PALED, PEDAL, PLACE, PLEAD, CAPPED, LAPPED, PLACED, CLAPPED",CLAPPED
Latvia,4687,"ABLE, ALOE, BALE, BARE, BEAR, BOAR, BOLE, BORE, EARL, LOBE, LORE, ORAL, RARE, REAL, REAR, ROAR, ROBE, ROLE, ARBOR, BLARE, LABOR, BARREL, BOREAL, LABORER",LABORER
Latvia,4688,"AIR, GAR, GIN, NAG, RAG, RAN, RAW, RIG, WAG, WAR, WIG, WIN, GAIN, GNAW, GRIN, RAIN, RANG, RING, WAIN, WARN, WING, GRAIN, WRING, WARING",WARING
Latvia,4689,"REST, RISE, RITE, SIRE, SITE, STEW, STIR, TEST, TIER, TIES, TIRE, WEST, WIRE, WISE, WRIT, STREW, TRIES, TRITE, TWIST, WREST, WRIST, WRITE, SITTER, TWISTER",TWISTER
Latvia,4690,"ACES, ACNE, ANTE, CANE, CANT, CASE, CAST, CENT, EAST, NEAT, NEST, SANE, SCAN, SEAT, SECT, SENT, CANES, CASTE, ENACT, SCANT, SCENT, ASCENT, STANCE, NASCENT",NASCENT
Latvia,4691,"ACRE, CARE, CART, RACE, RARE, RATE, REAR, TEAR, TREE, CATER, CRATE, EATER, ERECT, RACER, REACT, TERRA, TRACE, CAREER, CRATER, CREATE, TRACER, CATERER, RETRACE, TERRACE",CATERER
Latvia,4692,"GAIN, GRAM, GRIM, GRIN, IRON, MAGI, MAIN, MOAN, NORM, RAIN, RANG, RING, ROAM, ROAN, AMONG, GRAIN, GROAN, MANGO, MANOR, MINOR, ORGAN, ARMING, MARGIN, ROAMING",ROAMING
Latvia,4693,"EARL, EARN, ELAN, LANE, LEAN, LEAP, NAPE, NEAR, PALE, PANE, PARE, PEAL, PEAR, PLAN, PLEA, REAL, REAP, LEARN, PANEL, PEARL, PENAL, PLANE, RENAL, PLANNER",PLANNER
Latvia,4694,"DEW, ODE, ORE, OWE, RED, RID, ROD, ROW, WED, WOE, DIRE, DOER, DREW, OWED, RIDE, RODE, WIDE, WIRE, WORD, WORE, ROWED, WEIRD, WIRED, WEIRDO",WEIRDO
Latvia,4695,"AGED, DEAL, DEAN, ELAN, GALE, GLAD, GLEN, LADE, LAND, LANE, LEAD, LEAN, LEND, ANGEL, ANGLE, GLADE, GLAND, GLEAN, LADEN, ANGLED, DANGLE, LANDED, DANGLED, GLADDEN",DANGLED
Latvia,4696,"ALE, APE, EEL, LAD, LAP, LED, LEE, PAD, PAL, PEA, DEAL, DEEP, LADE, LEAD, LEAP, PALE, PEAL, PEEL, PLEA, PLED, PALED, PEDAL, PLEAD, LEAPED",LEAPED
Latvia,4697,"ANT, ATE, EAT, NET, NIT, TAN, TEA, TEN, TIE, TIN, VAN, VAT, VIA, VIE, ANTE, NAVE, NEAT, VAIN, VANE, VEIN, VENT, VINE, NAIVE, NATIVE",NATIVE
Latvia,4698,"COP, COT, ORE, PER, PET, POT, PRO, ROT, TOE, TOP, COPE, CORE, COTE, CROP, PERT, POET, PORE, PORT, ROPE, ROTE, TORE, CREPT, TROPE, COPTER",COPTER
Latvia,4699,"ABED, BADE, BARD, BARE, BEAD, BEAR, BEER, BRED, DARE, DEAR, DEED, DEER, DRAB, READ, REED, BARED, BEARD, BREAD, BREED, DARED, DEBAR, DREAD, BEADED, BEARDED",BEARDED
Latvia,4700,"DEFT, DIET, DIRE, DIRT, EDIT, FIRE, FRET, RIDE, RIFE, RIFT, RITE, TIDE, TIED, TIER, TIRE, DRIED, DRIFT, FETID, FIRED, FRIED, REFIT, TIRED, TRIED, DRIFTED",DRIFTED
Latvia,4701,"AGED, DEAL, DEAN, ELAN, GALE, GLAD, GLEN, JADE, LADE, LAND, LANE, LEAD, LEAN, LEND, ANGEL, ANGLE, GLADE, GLAND, GLEAN, LADEN, ANGLED, DANGLE, JANGLE, JANGLED",JANGLED
Latvia,4702,"AIRY, GAIN, GRAY, GRIN, GRIP, PAIN, PAIR, PANG, PING, PRAY, PRIG, RAIN, RANG, RING, YARN, ANGRY, APING, GRAIN, RAINY, GRAINY, PARING, PAYING, PRYING, PRAYING",PRAYING
Latvia,4703,"DEAL, LADE, LEAD, LEAP, PALE, PEAL, PEAS, PLEA, PLED, SALE, SEAL, SLAP, SLED, SPED, APPLE, LAPSE, PALED, PEDAL, PLEAD, SPADE, LAPPED, LAPSED, SAPPED, SLAPPED",SLAPPED
Latvia,4704,"CLUE, CRUD, CURD, CURE, CURL, DUEL, HELD, HERD, HURL, LURE, RUDE, RULE, CRUDE, CRUEL, CURED, LURCH, LURED, RULED, ULCER, CURDLE, CURLED, HURDLE, HURLED, LURCHED",LURCHED
Latvia,4705,"IDLE, ISLE, LIED, LISP, PILE, PIPE, PLED, SIDE, SLED, SLID, SLIP, SPED, PILED, PILES, PIPED, PLIED, SIDLE, SLIDE, SPIED, SPILE, DISPEL, LIPPED, SIPPED, SLIPPED",SLIPPED
Latvia,4706,"ABED, BADE, BAKE, BAND, BANE, BANK, BEAD, BEAK, BEAN, BEAU, BEND, BUND, BUNK, DAUB, DEAN, DUKE, DUNE, NUDE, BAKED, KNEAD, NAKED, BANKED, BUNKED, UNBAKED",UNBAKED
Latvia,4707,"FANG, FAST, FIAT, FIST, GAIN, GAIT, GIFT, GIST, GNAT, SANG, SIFT, SIGN, SING, SNAG, STAG, TANG, FAINT, GIANT, SAINT, SATIN, STAIN, STING, FAINTS, FASTING",FASTING
Latvia,4708,"ATOM, DARN, DART, MART, MOAN, MOAT, NORM, RAND, RANT, ROAD, ROAM, ROAN, TARN, TARO, TOAD, TORN, TRAM, TROD, ADORN, MANOR, NOMAD, MATRON, RANDOM, DORMANT",DORMANT
Latvia,4709,"DIRE, DRIP, IDLE, LIED, PIER, PILE, PIPE, PLED, RIDE, RILE, RIPE, PERIL, PILED, PIPED, PIPER, PLIED, PRIDE, PRIED, RILED, DIPPER, LIPPED, RIPPED, RIPPLE, RIPPLED",RIPPLED
Latvia,4710,"ACE, ARC, ARE, ARK, CAR, EAR, ERA, HER, ACHE, ACRE, ARCH, CAKE, CARE, CHAR, EACH, HACK, HARE, HEAR, HECK, RACE, RACK, RAKE, CREAK, REACH, HACKER",HACKER
Angola,4711,"ATE, AWE, DEW, EAT, HAD, HAT, HEW, TAW, TEA, WAD, WED, WET, AWED, DATE, HATE, HEAD, HEAT, THAW, WADE, WHAT, WHET, DEATH, HATED, WHEAT, THAWED",THAWED
Angola,4712,"AID, AIL, ALE, HAD, HID, LAD, LED, LID, LIE, DEAL, DIAL, HAIL, HALE, HEAD, HEAL, HELD, HIDE, IDEA, IDLE, LADE, LAID, LEAD, LIED, IDEAL, HAILED",HAILED
Angola,4713,"HEWN, HOME, HONE, HOSE, MEOW, MESH, MEWS, MOWN, NEWS, NOSE, OMEN, ONES, SEWN, SHOE, SHOW, SNOW, SOME, SOWN, WHEN, WHOM, SHONE, SHOWN, WHOSE, WOMEN, SHOWMEN",SHOWMEN
Angola,4714,"BEST, BORE, MORE, MOST, MOTE, REST, ROBE, ROSE, ROTE, SOME, SORE, SORT, STEM, TERM, TOMB, TOME, TORE, BREST, SMOTE, SOBER, STORE, STORM, SOMBRE, SORBET, MOBSTER",MOBSTER
Angola,4715,"ARE, BAN, BAR, BUN, EAR, ERA, NAB, NUB, RAN, RUB, RUE, RUN, BANE, BARE, BARN, BEAN, BEAR, BEAU, BRAN, BURN, EARN, NEAR, RUNE, URBAN, URBANE",URBANE
Angola,4716,"ALE, ALL, AWE, DEW, LAD, LAW, LED, WAD, WED, AWED, DEAL, DELL, LADE, LEAD, LEWD, WADE, WALD, WALE, WALL, WEAL, WELD, WELL, DWELL, LADLE, WALLED",WALLED
Angola,4717,"ACHE, AWED, CHAT, CHEW, DATE, EACH, ETCH, HATE, HEAD, HEAT, THAW, WADE, WHAT, WHET, ACTED, CADET, CHEAT, DEATH, HATED, TEACH, WATCH, WHEAT, DETACH, THAWED, WATCHED",WATCHED
Angola,4718,"DEEP, DEER, DOER, DREW, DROP, EWER, OWED, PEER, PORE, PROD, PROW, REED, RODE, ROPE, WEED, WEEP, WERE, WORD, WORE, ERODE, POWER, ROPED, ROWED, POWDER, POWERED",POWERED
Angola,4719,"AGO, ART, GAR, GOT, GUT, OAT, OUR, OUT, RAG, RAT, ROT, RUG, RUT, TAG, TAR, TUG, AUTO, GOAT, ROUT, TARO, TOGA, TOUR, ARGOT, GROUT, RAGOUT",RAGOUT
Angola,4720,"ANTE, GAIN, GAIT, GATE, GNAT, HANG, HATE, HEAT, HINT, NEAT, TANG, THAN, THEN, THIN, AGENT, EIGHT, GIANT, HINGE, NEIGH, NIGHT, THING, TINGE, EATING, HATING, HEATING",HEATING
Angola,4721,"DEER, DOER, DOTE, DREW, EWER, OWED, REED, RODE, ROTE, TOED, TORE, TREE, TROD, WEED, WERE, WORD, WORE, DETER, ERODE, ROWED, TOWED, TOWER, TWEED, WROTE, TOWERED",TOWERED
Angola,4722,"ACES, ACME, CAKE, CAME, CASE, CASK, DAME, DECK, DESK, MACE, MADE, MAKE, MASK, MEAD, SACK, SAKE, SAME, SEAM, ASKED, CAKED, CASED, SMACK, MASKED, SACKED, SMACKED",SMACKED
Angola,4723,"ALE, AWE, ELM, LAW, MAN, MEN, MEW, NEW, AMEN, ANEW, ELAN, LAME, LANE, LAWN, LEAN, MALE, MANE, MEAL, MEAN, NAME, WALE, WANE, WEAL, WEAN, LAWMEN",LAWMEN
Angola,4724,"AMEN, ANTE, EMIT, ITEM, MAIN, MANE, MATE, MEAN, MEAT, MEET, META, MINE, MINT, MITE, NAME, NEAT, TAME, TEAM, TEEM, TEEN, TIME, EATEN, MEANT, INMATE, MATINEE",MATINEE
Angola,4725,"DEW, DOT, ODE, OWE, SET, SEW, SOD, SOW, TOE, TOW, TWO, WED, WET, WOE, DOES, DOSE, DOTE, OWED, STEW, STOW, TOED, WEST, SOWED, TOWED, STOWED",STOWED
Angola,4726,"ASK, ATE, EAT, SAD, SAT, SEA, SET, TEA, DATE, DESK, EAST, SAKE, SEAT, TAKE, TASK, TEAK, ASKED, SATED, SKATE, STAKE, STEAD, STEAK, SKATED, STAKED, TASKED",SKATED
Angola,4727,"DOES, DOLE, DOSE, ELSE, IDLE, IDOL, ISLE, LIED, LODE, LOSE, SEED, SIDE, SILO, SLED, SLID, SOIL, SOLD, SOLE, OILED, SIDLE, SLIDE, SOLED, SOLID, SOILED, OILSEED",OILSEED
Angola,4728,"DENT, DIET, DINE, DINT, DONE, DOTE, EDIT, INTO, NINE, NODE, NONE, NOTE, TEND, TIDE, TIED, TOED, TONE, NOTED, TONED, INDENT, INTEND, INTONE, TENDON, TINNED, INTONED",INTONED
Angola,4729,"DEW, MEW, ODE, ORE, OWE, RED, ROD, ROW, WED, WOE, DOER, DOME, DREW, MEOW, MODE, MORE, OWED, RODE, WORD, WORE, WORM, MOWED, MOWER, ROWED, WORMED",WORMED
Angola,4730,"CENT, CODE, CONE, COTE, DENT, DONE, DOTE, ECHO, ETCH, HOED, HONE, NODE, NOTE, ONCE, TEND, THEN, TOED, TONE, CENTO, HONED, NOTCH, NOTED, TENCH, TONED, NOTCHED",NOTCHED
Angola,4731,"LED, ODE, OLD, ORE, RED, ROD, SOD, DOER, DOES, DOLE, DOSE, LODE, LORD, LORE, LOSE, RODE, ROLE, ROSE, SLED, SOLD, SOLE, SORE, LOSER, SOLED, SOLDER",SOLDER
Angola,4732,"EAST, EASY, ERAS, RATE, REST, RUSE, RUST, SEAR, SEAT, STAR, STAY, SURE, TEAR, TRAY, TRUE, USER, YEAR, RUSTY, STARE, STRAY, SUTRA, TRAYS, YEAST, SURETY, ESTUARY",ESTUARY
Angola,4733,"GIRT, GRIN, GRIT, INTO, IRON, RING, RIOT, ROUT, RUIN, RUNG, RUNT, TONG, TORN, TOUR, TRIO, TURN, UNIT, UNTO, GROUT, GRUNT, INGOT, NITRO, OUTING, ROUTING, TOURING",ROUTING
Angola,4734,"ALE, ATE, AYE, EAT, FAT, FLY, LAY, LET, LYE, TEA, YET, FATE, FEAT, FELT, FLAT, FLAY, FLEA, LATE, LEAF, LEFT, TALE, TEAL, FETAL, LEAFY, FEALTY",FEALTY
Angola,4735,"AGE, AWE, DEN, DEW, END, NAG, NEW, WAD, WAG, WED, AGED, ANEW, AWED, DAWN, DEAN, GNAW, WADE, WAGE, WAND, WANE, WEAN, WEND, WAGED, WANED, GNAWED",GNAWED
Angola,4736,"DOT, LED, LET, LOT, ODE, OLD, ORE, RED, ROD, ROT, TOE, DOER, DOLE, DOTE, LODE, LORD, LORE, RODE, ROLE, ROTE, TOED, TOLD, TORE, TROD, RETOLD",RETOLD
Angola,4737,"ACHE, ACME, ACRE, ARCH, CAME, CARE, CHAR, CRAM, EACH, HARE, HARM, HEAR, MACE, MARE, RACE, RARE, REAR, CHARM, CREAM, MARCH, RACER, REACH, ARCHER, CHARMER, MARCHER",CHARMER
Angola,4738,"ABET, AREA, BARE, BASE, BATE, BEAR, BEAT, BEST, EAST, ERAS, RATE, REST, SEAR, SEAT, STAB, STAR, TEAR, ABATE, AREAS, BEAST, BREST, SABER, STARE, BREAST, ABREAST",ABREAST
Angola,4739,"ACHE, ACID, ACNE, CANE, CHIN, DEAN, DICE, DINE, EACH, HAND, HEAD, HIDE, HIND, ICED, IDEA, INCH, NICE, CANED, CHAIN, CHIDE, CHINE, DANCE, NICHE, INCHED, CHAINED",CHAINED
Angola,4740,"EAST, GASH, GATE, GOAT, GOES, GOTH, HATE, HEAT, HOSE, HOST, OAST, OATH, OATS, SAGE, SEAT, SHOE, SHOT, STAG, TOGA, GHOST, HASTE, OATHS, STAGE, THOSE, HOSTAGE",HOSTAGE
Angola,4741,"ACE, ACT, APE, APT, ATE, CAP, CAT, CUE, CUP, CUT, EAT, PAT, PEA, PET, PUT, TAP, TEA, CAPE, CUTE, PACE, PACT, PUCE, TAPE, ACUTE, TEACUP",TEACUP
Angola,4742,"ACRE, CARE, CART, RACE, RACY, RARE, RATE, REAR, TEAR, TRAY, YEAR, CARRY, CATER, CRATE, RACER, REACT, RETRY, TARRY, TERRA, TERRY, TRACE, ARTERY, CRATER, TRACER, TRACERY",TRACERY
Angola,4743,"GIVE, GRIN, REIN, RING, RISE, SIGN, SINE, SING, SIRE, VEIN, VINE, GIVEN, GIVER, GIVES, REIGN, REINS, RESIN, RINSE, RISEN, RIVEN, SINGE, SIREN, RESIGN, SINGER, SERVING",SERVING
Angola,4744,"AEON, ALOE, ELAN, GALE, GLEN, GOAL, GONE, HALE, HALO, HANG, HEAL, HOLE, HONE, LANE, LEAN, LOAN, LONE, LONG, OGLE, ALONE, ALONG, ANGEL, ANGLE, GLEAN, HALOGEN",HALOGEN
Angola,4745,"ACES, ACRE, CARD, CARE, CASE, DARE, DEAR, ERAS, RACE, RARE, READ, REAR, SCAR, SEAR, CADRE, CARED, CASED, CEDAR, DREAR, RACED, RACER, SCARE, SACRED, SCARED, SCARRED",SCARRED
Angola,4746,"EARN, GAIN, GEAR, GRIN, HAIR, HANG, HARE, HEAR, HEIR, HIRE, NEAR, RAGE, RAIN, RANG, REIN, RING, ANGER, GRAIN, HINGE, NEIGH, RANGE, REIGN, HANGER, REGAIN, HEARING",HEARING
Angola,4747,"ALE, BAD, BED, DAB, LAB, LAD, LED, ABED, ABLE, BADE, BALD, BALE, BEAD, BLED, DAZE, DEAL, LADE, LAZE, LEAD, ZEAL, BALED, BLADE, BLAZE, LAZED, BLAZED",BLAZED
Angola,4748,"EAST, GAPE, GASP, GATE, GUST, PAGE, PAST, PEAS, PEST, SAGE, SEAT, SEPT, SPAT, STAG, STEP, TAPE, GUEST, PASTE, PAUSE, SPATE, STAGE, STUPA, UPSET, USAGE, UPSTAGE",UPSTAGE
Angola,4749,"ABLE, BALE, BALM, BARE, BEAM, BEAR, EARL, LAMB, LAME, MALE, MARE, MEAL, RARE, REAL, REAR, AMBER, AMBLE, BLAME, BLARE, BREAM, REALM, BARREL, MARBLE, RAMBLE, RAMBLER",RAMBLER
Angola,4750,"ACE, ALE, AWE, DEW, LAD, LAW, LED, WAD, WED, AWED, CLAD, CLAW, CLEW, DEAL, LACE, LADE, LEAD, LEWD, WADE, WALD, WALE, WEAL, WELD, LACED, CLAWED",CLAWED
Congo,4751,"LAIN, LAMP, LIMP, LINT, MAIL, MAIN, MALT, MINT, NAIL, PAIL, PAIN, PALM, PANT, PINT, PLAN, PLAT, TAIL, TAMP, PAINT, PLAIN, PLAIT, PLANT, PITMAN, PLIANT, IMPLANT",IMPLANT
Congo,4752,"ATE, AWE, DEW, EAT, FAD, FAT, FED, FEW, TAW, TEA, WAD, WED, WET, AWED, DAFT, DATE, DEAF, DEFT, FADE, FATE, FEAT, WADE, WAFT, FATED, WAFTED",WAFTED
Congo,4753,"DIME, DINE, GILD, GLEN, IDLE, LEND, LIED, LIEN, LIME, LINE, MEND, MILD, MILE, MIND, MINE, DEIGN, DENIM, GLIDE, INGLE, LINED, MIDGE, MINED, DINGLE, MINGLE, MINGLED",MINGLED
Congo,4754,"BANG, BARN, BRAG, BRAN, BRIG, CRAB, CRAG, CRIB, GAIN, GARB, GRAB, GRIN, RAIN, RANG, RING, BRAIN, BRING, CABIN, CAIRN, CIGAR, GRAIN, BARING, CARING, RACING, BRACING",BRACING
Congo,4755,"DIG, DIP, PEG, PER, PIE, PIG, RED, RID, RIG, RIP, DIRE, DRIP, GIRD, GRID, GRIP, PIER, PRIG, RIDE, RIPE, DIRGE, GRIPE, PRIDE, PRIED, RIDGE, GRIPED",GRIPED
Congo,4756,"DECK, DICE, DIRE, DIRK, DRIP, EPIC, ICED, PECK, PERK, PICK, PIER, RICE, RIDE, RIPE, CIDER, CRIED, PRICE, PRICK, PRIDE, PRIED, DICKER, PICKED, PICKER, PRICED, PRICKED",PRICKED
Congo,4757,"ARID, DARN, DRAG, GAIN, GIRD, GRID, GRIN, RAID, RAIN, RAND, RANG, RIND, RING, DRAIN, GRAIN, GRAND, GRIND, NADIR, RADII, RIGID, AIDING, AIRING, DARING, RIDING, RAIDING",RAIDING
Congo,4758,"CHIP, CHIT, CITE, DICE, DIET, EDIT, EPIC, ETCH, HIDE, ICED, ITCH, PITH, TIDE, TIED, CHIDE, CITED, DEPTH, DITCH, EDICT, ETHIC, PITCH, TEPID, DEPICT, ITCHED, PITCHED",PITCHED
Congo,4759,"CON, COT, EON, HEN, HOE, HOT, NET, NOT, ONE, TEN, TOE, TON, CENT, CONE, COTE, ECHO, ETCH, HONE, NOTE, ONCE, THEN, TONE, CENTO, NOTCH, TENCH, TECHNO",TECHNO
Congo,4760,"ARE, ART, ATE, EAR, EAT, ERA, HAT, HER, RAT, TAR, TAT, TEA, HARE, HATE, HEAR, HEAT, RATE, TART, TEAR, EARTH, HATER, HEART, TETRA, TREAT, HATTER, THREAT",HATTER
Congo,4761,"DEW, HEW, HOE, HOW, ODE, OWE, SEW, SHE, SOD, SOW, WED, WHO, WOE, DHOW, DOES, DOSE, HOED, HOSE, OWED, SHED, SHOD, SHOE, SHOW, SOWED, WHOSE, SHOWED",SHOWED
Congo,4762,"ARE, DEN, DUE, DUN, EAR, END, ERA, RAN, RED, RUE, RUN, DARE, DARN, DEAN, DEAR, DUNE, EARN, NEAR, NUDE, RAND, READ, REND, RUDE, RUNE, UNDER, UNREAD",UNREAD
Congo,4763,"DIET, DISH, DOES, DOSE, DOTE, EDIT, HIDE, HOED, HOSE, HOST, SHED, SHOD, SHOE, SHOT, SIDE, SITE, THIS, TIDE, TIED, TIES, TOED, HOIST, SHIED, SITED, THOSE, HOISTED",HOISTED
Congo,4764,"ARE, DEN, EAR, END, ERA, RAN, RED, SAD, SEA, DARE, DARN, DEAN, DEAR, EARN, ERAS, NEAR, RAND, READ, REND, SAND, SANE, SEAR, SEND, SEDAN, SNARE, SNARED",SNARED
Congo,4765,"ADO, AID, AIR, ARE, EAR, ERA, ODE, ORE, RED, RID, ROD, ARID, DARE, DEAR, DIRE, DOER, IDEA, RAID, READ, RIDE, ROAD, RODE, ADORE, AIRED, RADIO, ROADIE",ROADIE
Congo,4766,"DATE, DEAL, HALE, HALT, HATE, HEAD, HEAL, HEAT, HELD, LADE, LADY, LATE, LATH, LEAD, TALE, TEAL, THEY, DEALT, DEATH, DELAY, DELTA, HATED, HEADY, LATHE, HALTED, DEATHLY",DEATHLY
Congo,4767,"DENT, DUET, DUNE, DUST, HUNT, NEST, NUDE, SEND, SENT, SHED, SHUN, SHUT, STUD, STUN, SUED, TEND, THEN, THUD, THUS, TUNE, USED, SHUNT, TUNED, HUNTED, UNSHED, SHUNTED",SHUNTED
Congo,4768,"AID, AIR, ARE, EAR, ERA, RED, RID, VIA, VIE, ARID, AVID, DARE, DEAR, DIRE, DIVE, IDEA, RAID, RAVE, READ, RIDE, VIED, AIRED, DIVER, DRIVE, RAVED, VARIED",VARIED
Congo,4769,"ALE, ARE, ARK, AWE, EAR, ELK, ERA, LAW, RAW, WAR, EARL, KALE, LAKE, LARK, LEAK, RAKE, REAL, WAKE, WALE, WALK, WARE, WEAK, WEAL, WEAR, WREAK, WALKER",WALKER
Congo,4770,"AEON, AMEN, ARMY, EARN, MANE, MANY, MARE, MEAN, MOAN, MORE, NAME, NEAR, NORM, OMEN, ROAM, ROAN, YARN, YEAR, YORE, MANOR, MAYOR, MONEY, RAYON, YEARN, YEOMAN, ANYMORE",ANYMORE
Congo,4771,"DEN, DON, DRY, DYE, END, EON, NOD, NOR, ODE, ONE, ORE, RED, ROD, RYE, YEN, DENY, DOER, DONE, DORY, DYER, NODE, REND, RODE, YORE, DRONE, YONDER",YONDER
Congo,4772,"ALE, ALL, BAD, BED, DAB, LAB, LAD, LED, ABED, ABLE, BADE, BALD, BALE, BALL, BEAD, BELL, BLED, DEAL, DELL, LADE, LEAD, BALED, BLADE, LABEL, LADLE, BALLED",BALLED
Congo,4773,"HOP, HOT, HUT, OUT, POT, PUT, SOP, TOP, HOST, OPUS, OUST, POST, POUT, PUSH, SHOP, SHOT, SHUT, SOUP, SPOT, STOP, THOU, THUS, SHOUT, SOUTH, SPOUT, UPSHOT",UPSHOT
Congo,4774,"HERO, HOOT, HOSE, HOST, REST, ROOT, ROSE, ROTE, SHOE, SHOO, SHOT, SOOT, SORE, SORT, TORE, HORSE, OTHER, ROOST, SHOOT, SHORE, SHORT, STORE, THOSE, TORSO, SOOTHE, SHOOTER",SHOOTER
Congo,4775,"GILT, GLEN, HILT, HINT, LENT, LIEN, LINE, LINT, LITE, THEN, THIN, TILE, EIGHT, GLINT, HINGE, INGLE, INLET, LIGHT, LITHE, NEIGH, NIGHT, THING, TINGE, LENGTH, TINGLE, LIGHTEN",LIGHTEN
Congo,4776,"ACRE, ALLY, CALL, CARE, CELL, CLAY, EARL, LACE, LYRE, RACE, RACY, REAL, RELY, YEAR, YELL, ALLEY, CLEAR, EARLY, LAYER, RALLY, RELAY, CALLER, CELLAR, REALLY, RECALL, CLEARLY",CLEARLY
Congo,4777,"AIR, ANT, ART, ITS, NIT, RAN, RAT, SAT, SIN, SIR, SIT, TAN, TAR, TIN, RAIN, RANT, SARI, STAR, STIR, TARN, SAINT, SATIN, STAIN, STAIR, TRAIN, STRAIN",STRAIN
Congo,4778,"AMEN, ANTE, EMIT, ITEM, MAIN, MANE, MANY, MATE, MEAN, MEAT, META, MINE, MINT, MITE, NAME, NEAT, TAME, TEAM, TIME, TINY, AMITY, MEANT, MEATY, ENMITY, INMATE, AMENITY",AMENITY
Congo,4779,"GIRT, GIST, GRIN, GRIT, INTO, IRON, RING, RIOT, SIGN, SING, SONG, SORT, STIR, TONG, TORN, TRIO, INGOT, NITRO, ROSIN, SNORT, STING, TONGS, STRING, STRONG, SORTING, STORING",SORTING
Congo,4780,"BEND, BIKE, BILE, BIND, BLED, DINE, DINK, IDLE, KILN, KIND, LEND, LIED, LIEN, LIKE, LINE, LINK, BLEND, BLIND, BLINK, INKED, LIKED, LIKEN, LINED, KINDLE, LINKED, BLINKED",BLINKED
Congo,4781,"GAIN, GAIT, GILT, GNAT, HAIL, HALT, HANG, HILT, HINT, LAIN, LATH, LINT, NAIL, TAIL, TANG, THAN, THIN, ALIGN, GIANT, GLINT, LIGHT, NIGHT, THING, ALIGHT, HATING, HALTING",HALTING
Congo,4782,"EARL, KALE, LAIR, LAKE, LARK, LEAK, LIAR, LIKE, RAIL, RAKE, REAL, RILE, WAIL, WAKE, WALE, WALK, WARE, WEAK, WEAL, WEAR, WIRE, ALIKE, ARIEL, WREAK, WALKER, WARLIKE",WARLIKE
Congo,4783,"ITS, LIP, LIT, NIL, NIP, NIT, PIN, PIT, SIN, SIP, SIT, TIN, TIP, LINT, LISP, LIST, PINT, SILT, SLIP, SLIT, SNIP, SPIN, SPIT, SPILT, SPLIT, SPLINT",SPLINT
Congo,4784,"ALOE, AWED, DEAL, DELL, DOLE, DOLL, LADE, LEAD, LEWD, LOAD, LODE, OWED, WADE, WALD, WALE, WALL, WEAL, WELD, WELL, WOLD, ALLOW, DOWEL, DWELL, LADLE, WALLED, ALLOWED",ALLOWED
Congo,4785,"EASE, EAST, SAKE, SEAT, SEEK, SKEW, STEW, SWAT, TAKE, TASK, TEAK, WAKE, WEAK, WEEK, WEST, ASKEW, SKATE, SKEET, STAKE, STEAK, SWEAT, SWEET, TEASE, TWEAK, WASTE, WEAKEST",WEAKEST
Congo,4786,"BED, BET, BOT, DOT, LED, LET, LOB, LOT, ODE, OLD, TOE, BELT, BLED, BLOT, BODE, BOLD, BOLE, BOLT, DEBT, DOLE, DOTE, LOBE, LODE, TOED, TOLD, BOLTED",BOLTED
Congo,4787,"ACHE, CAPE, CHAP, CLAP, CLAY, EACH, HALE, HEAL, HEAP, HELP, LACE, LEAP, PACE, PALE, PEAL, PLAY, PLEA, YELP, CHEAP, LEACH, PEACH, PHYLA, PLACE, CHAPEL, PEACHY, CHEAPLY",CHEAPLY
Congo,4788,"DENT, ELSE, LEND, LENS, LENT, LEST, NEED, NEST, SEED, SEEN, SEND, SENT, SLED, TEEN, TEND, DENSE, LENDS, NEEDS, SLEET, STEED, STEEL, TEENS, TENSE, ELDEST, NESTLE, NESTLED",NESTLED
